_vname_,_label_,_x_,_yhat_,_ids_
state_Northern Territory,model_1b_rf_explainer,0.88,0.6042354003827732,0
state_Northern Territory,model_1b_rf_explainer,0.89,0.6042354003827732,0
state_Northern Territory,model_1b_rf_explainer,0.9,0.6042354003827732,0
state_Northern Territory,model_1b_rf_explainer,0.91,0.6042354003827732,0
state_Northern Territory,model_1b_rf_explainer,0.92,0.6042354003827732,0
state_Northern Territory,model_1b_rf_explainer,0.93,0.6042354003827732,0
state_Northern Territory,model_1b_rf_explainer,0.9400000000000001,0.6042354003827732,0
state_Northern Territory,model_1b_rf_explainer,0.9500000000000001,0.6042354003827732,0
state_Northern Territory,model_1b_rf_explainer,0.96,0.6042354003827732,0
state_Northern Territory,model_1b_rf_explainer,0.97,0.6042354003827732,0
state_Northern Territory,model_1b_rf_explainer,0.98,0.6042354003827732,0
state_Northern Territory,model_1b_rf_explainer,0.99,0.6042354003827732,0
state_Northern Territory,model_1b_rf_explainer,1.0,0.6042354003827732,0
i11_health_Not sure,model_1b_rf_explainer,0.0,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.01,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.02,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.03,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.04,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.05,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.06,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.07,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.08,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.09,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.1,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.11,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.12,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.13,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.14,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.15,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.16,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.17,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.18,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.19,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.2,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.21,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.22,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.23,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.24,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.25,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.26,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.27,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.28,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.29,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.3,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.31,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.32,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.33,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.34,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.35000000000000003,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.36,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.37,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.38,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.39,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.4,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.41000000000000003,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.42,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.43,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.44,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.45,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.46,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.47000000000000003,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.48,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.49,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.5,0.6104633768938859,0
i11_health_Not sure,model_1b_rf_explainer,0.51,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.52,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.53,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.54,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.55,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.56,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.5700000000000001,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.58,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.59,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.6,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.61,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.62,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.63,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.64,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.65,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.66,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.67,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.68,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.6900000000000001,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.7000000000000001,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.71,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.72,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.73,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.74,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.75,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.76,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.77,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.78,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.79,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.8,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.81,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.8200000000000001,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.8300000000000001,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.84,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.85,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.86,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.87,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.88,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.89,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.9,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.91,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.92,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.93,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.9400000000000001,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.9500000000000001,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.96,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.97,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.98,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,0.99,0.6109467092946921,0
i11_health_Not sure,model_1b_rf_explainer,1.0,0.6109467092946921,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.0,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.01,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.02,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.03,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.04,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.05,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.06,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.07,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.08,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.09,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.1,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.11,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.12,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.13,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.14,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.15,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.16,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.17,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.18,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.19,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.2,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.21,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.22,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.23,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.24,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.25,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.26,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.27,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.28,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.29,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.3,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.31,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.32,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.33,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.34,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.35000000000000003,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.36,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.37,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.38,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.39,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.4,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.41000000000000003,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.42,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.43,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.44,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.45,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.46,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.47000000000000003,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.48,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.49,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.5,0.6105639691472923,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.51,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.52,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.53,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.54,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.55,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.56,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.5700000000000001,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.58,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.59,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.6,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.61,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.62,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.63,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.64,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.65,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.66,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.67,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.68,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.6900000000000001,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.7000000000000001,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.71,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.72,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.73,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.74,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.75,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.76,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.77,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.78,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.79,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.8,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.81,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.8200000000000001,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.8300000000000001,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.84,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.85,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.86,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.87,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.88,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.89,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.9,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.91,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.92,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.93,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.9400000000000001,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.9500000000000001,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.96,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.97,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.98,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,0.99,0.6092720597676942,0
i11_health_Somewhat unwilling,model_1b_rf_explainer,1.0,0.6092720597676942,0
i11_health_Very unwilling,model_1b_rf_explainer,0.0,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.01,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.02,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.03,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.04,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.05,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.06,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.07,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.08,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.09,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.1,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.11,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.12,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.13,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.14,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.15,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.16,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.17,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.18,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.19,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.2,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.21,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.22,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.23,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.24,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.25,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.26,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.27,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.28,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.29,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.3,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.31,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.32,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.33,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.34,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.35000000000000003,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.36,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.37,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.38,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.39,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.4,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.41000000000000003,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.42,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.43,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.44,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.45,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.46,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.47000000000000003,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.48,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.49,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.5,0.6107913115266533,0
i11_health_Very unwilling,model_1b_rf_explainer,0.51,0.6091475560209293,0
i11_health_Very unwilling,model_1b_rf_explainer,0.52,0.6091475560209293,0
i11_health_Very unwilling,model_1b_rf_explainer,0.53,0.6091475560209293,0
i11_health_Very unwilling,model_1b_rf_explainer,0.54,0.6091475560209293,0
